Regression Math Lower Upper
-0.305379529548464 -0.31529929384818 -0.306461360285479 -0.304297698811449
-0.27191873034873 -0.235637238036899 -0.273375301839834 -0.270462158857626
0.0860922470510533 0.108069078878588 0.0842757601449737 0.0879087339571329
-0.198066682491887 -0.168373046292523 -0.199720387536965 -0.196412977446809
-0.126175597717958 -0.114004258868302 -0.127818705333558 -0.124532490102358
-0.099957870624264 -0.0892703283842003 -0.101588445267861 -0.0983272959806673
0.204173880951928 0.242538189017666 0.202532185400772 0.205815576503084
-0.0340295514768121 -0.0337451789112057 -0.0356055312197104 -0.0324535717339139
0.1442615866195 0.160311542052237 0.142636784348711 0.145886388890288
0.12363141959526 0.137103880307513 0.122038309635442 0.125224529555078
0.446198311007406 0.654299770069936 0.444432511298426 0.447964110716385
-0.359122876631209 -0.283981871037955 -0.36085026984376 -0.357395483418658
0.418530180371704 0.597354817928933 0.416782637972868 0.42027772277054
0.0398544819982731 0.0405557467768449 0.0385029235463522 0.041206040450194
0.0145321761784337 0.0145646752648014 0.0131886769689438 0.0158756753879237
0.0472372530076804 0.0491624397637489 0.0456368838456528 0.0488376221697081
0.0165174644341061 0.0167106879722277 0.0149136582827106 0.0181212705855016
0.0434777851468153 0.0448421235631942 0.0418515980027464 0.0451039722908841
-0.087878038647055 -0.0824234689153772 -0.0895421663835382 -0.0862139109105719
0.0139358898772291 0.0140989688798109 0.0123043394965597 0.0155674402578985
