Regression Math Lower Upper
0.251513131279627 0.317802221451907 0.250268824849781 0.252757437709473
0.0412357203615684 0.0415577610755518 0.0401447248544818 0.042326715868655
-0.00818687379943931 -0.00792576416164648 -0.00927590243909554 -0.00709784515978307
0.530424273388423 0.821444817614276 0.529045816950681 0.531802729826165
0.21684562876635 0.260014742795328 0.215413504729552 0.218277752803148
-0.497168858894106 -0.371292729472458 -0.498581514645297 -0.495756203142914
-0.0992665951543352 -0.0917454196229626 -0.10072551772529 -0.0978076725833806
-0.0454033242103649 -0.0449176891204492 -0.0465135715627598 -0.0442930768579701
-0.382925397563906 -0.306358797430872 -0.384227601929818 -0.381623193197993
-0.215742486767324 -0.187346484177095 -0.216956512706948 -0.2145284608277
-0.0675701281722224 -0.0645264704606728 -0.0687577396023835 -0.0663825167420613
0.154770291512393 0.173606713404944 0.15351730120213 0.156023281822657
0.223262653225236 0.262322482637035 0.22204710481871 0.224478201631763
-0.0934496576369738 -0.0882148376952425 -0.0946139231774458 -0.0922853920965017
0.00286908923012305 0.00287230149750324 0.00179872096246208 0.00393945749778402
-0.070169928205063 -0.0669566125934972 -0.0712987601890844 -0.0690410962210416
-0.0453243161288698 -0.0440615393097793 -0.0464095489276941 -0.0442390833300454
0.0342766657880666 0.0350639450517026 0.0331871714652975 0.0353661601108357
0.0521619012644951 0.0539597939363507 0.0510431587621502 0.0532806437668401
0.00210354693497056 0.00210529293546635 0.00102157968142767 0.00318551418851344
