Regression Math Lower Upper
-0.167928278659137 -0.157882513069343 -0.16958835050516 -0.166268206813113
0.0377166770506225 0.0369717874281714 0.0360962076155563 0.0393371464856887
-0.0506303294297878 -0.0488997114621298 -0.0522305102504236 -0.049030148609152
0.0159677439199151 0.0162429522566894 0.0143450245834268 0.0175904632564033
0.019248900256882 0.019284276412986 0.0175977659524806 0.0209000345612834
0.0495844986458691 0.0511287561203101 0.0478993731451609 0.0512696241465773
0.0351122699063467 0.036321277816049 0.0334440056797881 0.0367805341329054
-0.0326771105899094 -0.0319038639355398 -0.0343168926659109 -0.0310373285139078
-0.0116631586825244 -0.0115446755517284 -0.0132700824195067 -0.010056234945542
0.00743404468063985 0.00746694951436106 0.00582857838040967 0.00903951098087004
0.0239359508778603 0.0243472743477424 0.0222895317834027 0.0255823699723179
-0.00237011087257789 -0.00236737605576357 -0.00398487245816841 -0.000755349286987366
-0.00486541836150175 -0.00483559316005917 -0.00647794418084533 -0.00325289254215817
0.00634259657332811 0.00634630440081127 0.00473875271654191 0.00794644043011431
0.0200354284492038 0.0203934262225708 0.0184154529180378 0.0216554039803697
0.00303099746844891 0.00304097356628949 0.00141090086533645 0.00465109407156137
-0.00815601993674158 -0.00810548396482591 -0.00977105692344033 -0.00654098295004283
-0.0102514902920112 -0.0101841146738207 -0.0118771506067897 -0.00862582997723263
0.00429858634408962 0.00429875349838247 0.00267612782773092 0.00592104486044832
0.00623806832841517 0.00624844208351138 0.00462320127707034 0.00785293537976
